N,P,K,temperature,humidity,ph,rainfall,label
30,14,19,25.13860229,55.06841751,7.520287881,479.3784362,Sesame
28,20,13,26.98139716,51.1504574,6.066070085,486.9437885,Sesame
31,23,22,30.87971468,59.45325573,7.366864669,472.3463752,Sesame
27,19,22,28.31682694,52.1438002,6.466595666,474.4371032,Sesame
28,20,22,25.86031142,54.88931274,7.065719866,454.9931431,Sesame
30,20,18,35.56761409,61.8951019,7.300095986,457.4099171,Sesame
26,22,13,32.41872432,57.77416513,7.293726634,469.4580262,Sesame
31,21,15,32.90081793,55.20025941,7.308687124,456.6903412,Sesame
26,20,15,30.15068836,52.23796366,6.528147543,461.8450249,Sesame
23,16,21,25.95072796,60.23674562,6.625432171,491.2882379,Sesame
35,21,15,28.12001774,50.13228262,8.024974745,453.7625394,Sesame
34,14,13,35.9761999,51.39693593,8.133138624,482.6735915,Sesame
35,22,22,35.36147304,53.03447486,8.479867118,450.7933565,Sesame
26,16,20,28.10013715,62.43852902,6.648414373,480.6517268,Sesame
24,13,15,30.02441698,52.66765637,6.636893001,465.8140484,Sesame
34,19,15,28.85704157,57.30864473,6.16794817,481.2182629,Sesame
32,23,18,35.69211901,55.79412041,8.912811756,477.0107849,Sesame
31,13,17,25.07929566,59.41694842,6.694844802,474.8589605,Sesame
27,19,16,34.99461004,53.65493805,7.254309951,486.0033003,Sesame
32,13,14,31.49861469,62.45942878,7.474678482,479.9269488,Sesame
28,14,21,30.46572431,61.9296163,8.778849962,450.6462992,Sesame
25,23,17,26.09303049,53.68982534,6.952609536,473.6052535,Sesame
32,15,22,30.09052611,52.12367808,7.950599713,486.8729021,Sesame
23,17,18,29.47182756,50.60206046,8.744713679,495.9227164,Sesame
29,13,15,27.80912005,54.73914006,8.52115334,489.9043696,Sesame
26,18,18,30.72988654,60.58148987,7.335658286,460.8138366,Sesame
34,18,16,35.19579659,61.86389507,6.35812919,452.3106848,Sesame
26,19,21,27.33004886,61.64626677,8.86297559,487.071032,Sesame
25,23,18,34.84610445,53.74774755,7.943345921,494.9951695,Sesame
31,18,23,35.50132909,62.89543281,8.418939476,497.1567648,Sesame
32,21,15,28.30755687,61.68929982,7.178280159,459.730393,Sesame
35,14,19,30.78676335,51.42471803,7.544034078,467.0249664,Sesame
24,21,18,30.98663338,58.41420265,8.861920557,472.3302942,Sesame
33,15,16,28.28272851,51.16913023,7.447508729,493.0917416,Sesame
25,22,15,33.1057501,60.23496851,7.050274074,463.2535426,Sesame
23,18,23,26.85608447,51.75356909,8.882813478,461.2792077,Sesame
33,21,22,25.32459118,55.33162178,8.149215668,484.697232,Sesame
25,16,22,34.28491831,57.72748712,8.561603928,474.4538621,Sesame
33,14,14,32.13011635,57.38801364,6.783140643,456.0509844,Sesame
26,14,20,26.26083787,55.40932284,8.664308982,497.6785977,Sesame
24,22,17,32.44904698,54.52498512,7.60377697,458.8293112,Sesame
31,23,21,31.07787506,50.86160305,6.925381375,466.3787001,Sesame
24,22,15,27.43652843,50.63202359,7.990950649,479.0014631,Sesame
34,21,22,26.16817777,51.51907283,7.029192151,477.2106342,Sesame
27,19,13,34.70540408,62.6975126,8.256860241,491.5551689,Sesame
29,20,23,35.29688102,59.08921568,7.553158241,475.2999609,Sesame
23,21,21,28.45597122,51.1417364,6.356739357,466.0680813,Sesame
35,23,23,32.35275124,53.00716396,8.07231506,500.1874166,Sesame
31,13,22,30.72085235,53.80411381,7.050072105,485.7233271,Sesame
23,21,17,27.10419847,62.90027033,8.529644015,454.1388424,Sesame
23,18,15,35.97280394,57.24725748,6.591613501,490.9873601,Sesame
34,18,20,32.33561134,53.31548427,7.510944297,453.6352692,Sesame
32,21,14,27.15097557,55.73484484,6.678759885,475.8039587,Sesame
31,22,22,28.86337358,53.07601453,8.952747374,471.7930932,Sesame
24,17,20,33.17014076,60.14403598,6.437860469,480.0537832,Sesame
26,19,20,26.2731502,51.33947612,8.662218847,473.4552951,Sesame
24,14,18,30.28048898,60.08139898,6.611865164,500.4258853,Sesame
27,18,21,25.01647883,62.23489804,7.380489018,479.7829245,Sesame
27,15,17,29.73665225,58.88522926,7.021865437,464.5797357,Sesame
84,43,36,27.16323363,28.55071125,7.729527444,372.9822696,Millet
94,45,38,24.4514308,27.24862827,6.283624563,393.28585,Millet
86,49,40,27.84850487,34.60118843,6.21931148,353.3434458,Millet
97,48,32,27.16619527,28.56714697,7.728833942,378.9306809,Millet
97,44,32,25.85602758,34.9785751,7.229130052,360.2739296,Millet
93,48,32,26.24874903,33.37016153,6.747846083,403.6723158,Millet
100,45,31,23.06176255,28.97603669,7.75874417,401.8453181,Millet
89,46,30,21.39724151,30.50017684,7.915958784,370.484496,Millet
80,50,39,23.10677147,31.43988025,6.393926384,400.1554516,Millet
89,49,38,25.15844961,32.14341088,7.310604294,419.7725459,Millet
94,46,30,24.75455072,31.11239055,7.937216074,364.1957586,Millet
89,43,33,26.89730338,32.29787853,7.480898663,406.8699971,Millet
86,40,31,25.43270984,34.42671914,7.226257198,415.2866096,Millet
82,48,33,21.08039134,27.51119275,6.282473001,382.9305429,Millet
92,41,30,20.96392728,26.60132019,7.941971991,416.359493,Millet
96,47,37,25.45576495,29.43192157,6.161383729,354.9530304,Millet
85,46,40,25.04083116,30.09991154,7.326634168,364.7700233,Millet
94,43,38,27.50540537,35.44814486,6.08547429,381.7643607,Millet
84,44,36,26.12321003,33.41189275,7.953247611,352.9030061,Millet
80,50,40,26.05356153,28.94298281,7.999896942,397.5898951,Millet
82,43,40,21.50134588,27.72314888,6.014094798,374.586629,Millet
90,50,36,24.78062395,31.40502787,7.241357405,355.470583,Millet
98,47,40,27.3955862,29.83729063,7.831467296,363.8576776,Millet
80,47,30,21.35514502,25.50883654,7.222744329,408.7664416,Millet
90,41,32,26.15777829,32.83177665,6.625067542,383.1894565,Millet
85,40,30,21.99912617,27.54039548,6.77122396,415.0330259,Millet
95,49,31,23.70157052,33.1724696,7.673788722,373.0979114,Millet
86,50,35,25.19127976,29.24003214,6.192596117,354.4438876,Millet
93,40,30,28.17939768,32.55925768,6.969664824,365.7740803,Millet
87,45,37,24.62758467,29.44959118,7.090105087,412.6411509,Millet
86,46,30,28.46817761,28.36537968,7.911661699,400.1626128,Millet
83,46,30,28.74309589,30.70002841,6.266241554,377.6069803,Millet
93,44,40,21.05855275,30.41316934,7.672866709,406.2521048,Millet
97,41,33,21.53285603,33.45948821,7.296489001,369.8834396,Millet
96,47,36,23.32713586,30.19801558,7.598517746,355.0400046,Millet
84,47,38,22.90274263,26.13658899,7.567352072,377.6309548,Millet
93,46,33,28.1755343,27.65885516,7.088368323,351.2689243,Millet
84,42,38,28.25037539,31.92940936,6.581050646,378.962576,Millet
94,43,40,26.11812022,26.46766583,7.918327658,362.3917427,Millet
99,40,40,21.11453457,34.53923944,7.146579771,361.6875068,Millet
80,45,36,21.68014183,25.99693941,7.29156975,409.8045784,Millet
88,48,36,25.56667526,33.33263351,7.292206583,406.3200029,Millet
98,49,33,26.01396086,35.39908406,7.508898853,390.4667942,Millet
93,40,40,21.08466589,28.44251738,6.577532465,411.5658676,Millet
86,46,40,28.56130786,27.78916363,7.254251258,364.3055356,Millet
81,44,33,28.7916225,34.16227512,6.698779915,417.8573163,Millet
91,49,40,25.25305282,31.7397638,6.607292827,356.9076259,Millet
88,50,37,20.94832486,29.37038269,7.217545745,401.6725052,Millet
99,43,40,20.85023439,35.73524707,7.752445857,418.977428,Millet
94,49,39,21.55005444,33.76419444,6.90332853,394.0249219,Millet
96,45,30,25.03420802,28.94200761,7.654315613,359.9055455,Millet
90,42,40,25.93138923,30.45086784,6.41628646,360.8683396,Millet
90,49,34,23.63101963,33.91355811,7.950025872,371.4726434,Millet
93,49,40,25.08080358,26.05052626,6.408198556,383.4349046,Millet
98,42,30,23.2138514,28.33715371,6.55520306,376.1742305,Millet
90,44,35,24.5811686,34.38485568,7.296010735,368.6883699,Millet
99,41,40,22.33145783,27.8425713,7.540573208,383.1873535,Millet
95,50,38,21.01793127,28.53086166,7.846699446,414.8550555,Millet
95,50,32,28.31362657,35.63647941,6.012420769,409.4379519,Millet
98,48,39,27.95545751,30.27662272,7.329859103,351.1647276,Millet
100,43,31,21.79793235,30.2762727,6.32731748,357.0770259,Millet
88,49,34,21.06866699,35.60340527,7.472139817,395.1989761,Millet
93,43,38,24.03780903,26.4407851,7.05243556,365.8594921,Millet
82,47,31,21.35751771,29.83122098,6.571552894,378.5532985,Millet
94,40,34,21.60164224,33.55371567,6.987830348,408.299501,Millet
98,50,34,20.96680664,31.67300298,7.00949254,355.9989661,Millet
83,50,40,23.9053591,35.6882386,7.78808035,378.9734527,Millet
89,42,30,20.4662318,31.07902702,7.956769673,406.4674516,Millet
99,46,37,27.09041937,33.06854136,7.70696993,377.3505701,Millet
85,43,34,23.47099852,29.20343553,6.862985001,403.1296731,Millet
85,50,35,21.69203114,32.33682907,6.593072986,370.9976678,Millet
94,42,39,21.8243159,30.34759546,7.713629095,392.9225947,Millet
98,44,32,20.60140697,30.07461974,6.853236574,353.1269086,Millet
99,47,30,22.85469062,25.93712874,6.156354102,365.5051146,Millet
100,44,35,28.70940037,29.62954978,7.455375039,367.6003488,Millet
92,50,40,21.12337832,31.55389441,7.478087888,395.6107013,Millet
97,50,39,21.96341274,25.4840782,7.239463779,396.4886943,Millet
90,46,32,27.55693304,28.15133894,6.857174324,406.7894424,Millet
98,41,30,21.28107808,33.40600486,6.486221175,357.129628,Millet
86,44,31,23.86799883,31.57989594,7.592617072,399.0235976,Millet
80,45,32,27.57506504,29.76728204,6.947362306,420.4093813,Millet
94,46,37,26.73473082,29.75307176,7.086129748,366.9408754,Millet
89,40,31,27.48631654,31.64624519,7.089244542,401.4824642,Millet
90,40,35,22.82945524,30.23257502,6.298083369,390.4324558,Millet
82,41,37,21.10419919,32.90609305,6.220856935,382.5663218,Millet
89,43,38,20.62900271,25.80248179,6.186758086,384.889304,Millet
81,46,32,27.51263284,32.27144662,7.433649553,371.5442924,Millet
83,41,39,23.31298638,35.66919074,7.405671809,369.216794,Millet
89,50,31,27.32608832,25.25547635,6.052846079,398.5788178,Millet
88,44,32,23.14490326,30.89757971,6.606443223,350.2715563,Millet
87,42,38,26.00910235,27.91815884,7.377846015,374.0628261,Millet
97,42,34,25.58711313,29.34280127,6.187656224,365.4557811,Millet
100,45,36,20.1982136,27.34064606,6.357043249,392.9254216,Millet
100,47,30,23.35150337,25.2539147,7.755788734,374.7113474,Millet
87,50,33,22.65598809,33.37137987,6.006536101,393.9227511,Millet
92,40,36,23.47441675,35.60657058,7.859569136,366.9296295,Millet
87,46,31,24.07815782,33.11801519,6.446786905,355.1797833,Millet
83,44,30,25.5205154,29.59177948,6.770916228,390.3025133,Millet
88,48,32,24.69671812,27.06251874,6.702860448,418.4080495,Millet
86,40,37,28.40806803,27.24405716,6.799784801,407.8289891,Millet
84,47,36,21.06058314,28.80533481,7.54830827,402.5173012,Millet
93,47,37,21.87489383,28.44389455,7.560596464,399.6008707,Millet
80,44,30,27.31617443,32.00793085,7.947261474,397.5329989,Millet
99,47,34,27.20418425,29.68152984,6.397631331,383.3457807,Millet
80,43,39,25.56171081,31.2000724,6.644248986,353.3054071,Millet
92,43,33,21.26065399,31.33353415,7.79757629,392.5584131,Millet
83,42,30,24.28532127,25.49118229,6.653967048,382.0849251,Millet
80,46,30,21.12334442,27.43393007,6.515793921,366.2855413,Millet
83,44,31,22.08951905,30.07697877,6.345981982,385.8434751,Millet
93,42,33,20.61618074,30.38096304,7.19300945,381.8145083,Millet
95,48,35,23.9985154,33.6269035,7.318487291,360.7113807,Millet
99,45,39,26.45863169,26.80871587,7.959159159,409.3820159,Millet
86,41,37,20.22960944,34.19740358,6.808425483,375.6443858,Millet
99,49,34,26.79425391,30.7255983,6.384032291,367.7274362,Millet
89,49,32,27.39216772,28.13849948,6.915177222,369.6529895,Millet
88,47,35,26.28856666,32.7424057,6.630384321,364.1567839,Millet
81,47,32,22.55891184,26.40087123,7.482762757,403.0724703,Millet
92,42,34,24.21275089,27.50943107,7.614835938,416.7270088,Millet
96,40,34,21.02266826,29.51900572,7.075025165,363.6977644,Millet
84,42,39,28.48960587,34.43447124,6.630304308,385.9983144,Millet
91,42,34,25.17214256,33.95459049,7.527522775,358.1965256,Millet
96,43,32,27.45939104,35.70959852,7.722731491,383.8845652,Millet
80,48,31,22.54059839,27.28968372,7.404874827,397.1609706,Millet
82,45,39,28.67864919,27.50907547,6.720906347,354.5836479,Millet
89,49,37,20.63166597,25.53641758,7.80769381,374.9063633,Millet
100,44,35,26.9179536,35.18606092,7.109436559,360.8886557,Millet
90,50,34,23.80780268,31.06123567,6.775248431,392.4541408,Millet
94,45,38,22.61429542,29.35130443,7.881115537,393.5221418,Millet
86,50,38,27.34353639,32.99771298,6.299764902,398.7102825,Millet
86,45,32,22.50455091,28.84280897,7.592566069,368.0724268,Millet
94,49,34,20.59756557,35.85122334,7.279671604,411.5744725,Millet
95,44,30,23.25114223,33.8181031,7.583913435,382.4577249,Millet
80,41,40,20.82373511,27.04405801,6.296600434,367.1445978,Millet
90,44,39,24.44830136,27.22637876,6.036619079,407.396809,Millet
86,40,31,24.1400014,27.03963554,7.761648311,380.6616061,Millet
91,42,35,26.08111659,31.97579447,7.000802249,372.8327064,Millet
85,41,32,21.3851695,27.78556886,7.416083769,384.7252532,Millet
82,41,33,27.40960395,28.57535713,7.900773085,418.507223,Millet
82,45,37,26.38764627,31.68026757,6.996490918,411.6099544,Millet
83,50,31,20.06054375,25.21000159,7.919050853,361.6396008,Millet
89,41,39,23.46722135,34.07392624,7.709519069,363.7255359,Millet
96,44,32,26.67644271,34.20311982,7.557981419,414.4577953,Millet
81,50,33,24.47572696,26.30823983,6.800252115,363.0139274,Millet
90,43,31,27.73937868,32.60484242,6.438968233,371.935179,Millet
80,50,33,24.83790545,29.60072568,6.278672276,375.3678789,Millet
86,43,34,24.97425716,30.02672417,6.064895915,381.9043899,Millet
90,48,32,25.27303125,25.98065957,6.541281606,403.6205301,Millet
96,45,38,20.97957828,25.50024535,6.703944639,405.1398942,Millet
94,45,40,23.31283769,32.2533397,6.138322881,394.2421653,Millet
92,42,34,22.30581998,27.14941696,6.103117743,386.316415,Millet
93,45,30,22.44602729,25.55542597,7.605821861,383.392189,Millet
93,49,32,20.36825984,29.52499754,6.987709894,359.0182726,Millet
80,41,33,24.8637119,28.95241305,7.647248166,363.6525085,Millet
81,40,40,25.99989753,27.8749582,7.176512135,413.4223966,Millet
91,50,38,24.48441426,35.52447994,7.068740674,389.9555633,Millet
99,41,36,22.85817023,30.05626662,6.512095474,380.9598412,Millet
83,43,31,28.33253383,30.7832357,6.787818251,357.5326742,Millet
84,42,32,20.20329106,28.47576312,7.958023316,403.3279306,Millet
92,42,34,25.00990788,26.21354403,7.56835136,414.9573144,Millet
88,43,34,23.49719322,31.78896395,7.07803664,420.4751264,Millet
94,49,36,20.40183983,28.93306618,7.408765361,364.8931819,Millet
84,43,37,21.7656607,32.67078815,6.572395431,373.4056325,Millet
82,43,36,21.88958358,30.06475389,7.368678634,355.396462,Millet
93,44,31,25.31803668,34.1996956,7.894244334,413.6533657,Millet
93,50,40,25.4352263,34.43718987,7.060203311,414.589717,Millet
98,49,40,23.65768455,34.39000418,7.71356929,351.0634915,Millet
88,48,31,21.37923944,35.1670702,6.593311863,377.9132419,Millet
90,41,34,25.50897103,34.7998917,6.666575405,376.0458919,Millet
94,42,40,20.28329696,25.1498431,6.101417403,420.0428197,Millet
92,47,35,22.44425735,28.85907789,7.706213168,385.2269663,Millet
85,46,39,28.03176626,30.504726,6.99199151,418.1455719,Millet
91,40,39,24.13574927,28.26255742,6.808054218,416.7812749,Millet
81,46,40,23.11790676,29.14765955,6.069845614,399.3068868,Millet
85,49,40,24.13404412,28.99971717,6.691516855,369.1987153,Millet
90,40,35,25.71357526,27.8449629,6.232295387,395.3927356,Millet
96,46,32,25.32334732,32.0301795,7.797316115,379.4629392,Millet
86,49,33,22.8023806,30.38062387,6.765172206,370.3374451,Millet
96,46,31,20.47884325,28.96123483,6.961891668,371.1734688,Millet
96,50,32,22.47031978,27.62560238,6.680909405,392.7626194,Millet
81,47,31,21.03596212,28.8001319,7.820414959,407.8981368,Millet
93,50,35,26.23147203,29.8338495,7.964095034,404.8780951,Millet
92,42,37,26.20198171,35.80785955,7.358712773,387.0766026,Millet
88,46,38,24.02327613,27.78558853,6.830110191,394.4875229,Millet
93,50,35,25.36636839,30.20277708,6.057423015,411.7789255,Millet
92,50,35,24.7760406,31.27182296,7.885185513,388.1223636,Millet
96,42,37,25.59063667,34.36593664,7.946143275,364.9710443,Millet
96,47,38,23.06332437,26.46907317,6.946794302,355.9075788,Millet
93,45,34,25.31561613,34.09616856,6.082942069,415.6646656,Millet
92,43,36,20.58793481,34.09927259,6.47344806,410.1042399,Millet
86,50,37,24.08414402,25.71255022,6.614073647,393.5314552,Millet
85,41,33,21.74526086,27.57781818,7.909532624,375.1118753,Millet
83,43,34,27.94816181,30.82340112,6.583471191,375.8535708,Millet
94,43,31,26.37477562,26.37918327,6.173412239,356.2649281,Millet
90,41,40,23.11042357,35.6476256,7.89819274,401.3746099,Millet
82,41,31,28.4778611,28.53773768,7.460003058,375.4674496,Millet
89,43,34,20.77542073,26.27004349,6.712429209,385.9027176,Millet
87,43,40,22.96106548,34.0521206,6.433259355,386.2654556,Millet
86,46,36,24.01188682,27.07033606,7.247511089,413.7733372,Millet
94,47,33,25.30694179,27.52975542,6.829290075,386.6886671,Millet
82,45,39,28.41857253,28.55785507,7.994427303,371.767488,Millet
23,12,17,26.84889363,45.2143013,8.047335767,1054.71887,Aleovera
23,12,11,16.20675751,48.86810667,7.503254808,1034.870029,Aleovera
24,14,12,25.33901551,47.7397232,8.159536583,1095.433266,Aleovera
25,10,13,25.46356946,41.36011802,8.773618097,1189.29619,Aleovera
18,12,27,23.46176724,48.71281875,7.452605384,1020.719185,Aleovera
18,10,15,16.07596156,48.09214939,8.423082231,1000.206413,Aleovera
15,10,20,26.72924839,41.70335498,8.189184443,1136.580943,Aleovera
20,12,28,16.38810583,49.63691023,8.904925537,1153.537646,Aleovera
19,15,13,24.2296512,48.65165271,8.475688293,1059.257348,Aleovera
16,10,19,26.02766166,48.28885143,8.244602422,1136.115326,Aleovera
17,10,12,18.58728681,42.13686965,8.594214072,1089.499567,Aleovera
20,13,27,25.1019473,46.19415057,8.937738484,1054.537627,Aleovera
27,11,23,25.08390803,44.66101203,7.54361364,1133.934963,Aleovera
17,11,13,17.88652348,40.47526316,8.763425933,1192.869674,Aleovera
23,15,23,18.53131634,42.96358804,7.577716276,1168.051038,Aleovera
19,11,24,17.3190967,45.35004302,7.65397069,1042.834614,Aleovera
25,13,13,23.42434388,41.55523159,8.751629717,1039.104699,Aleovera
27,13,23,20.62565284,45.61828528,8.05435061,1117.70701,Aleovera
26,14,10,18.3701042,40.50396723,7.353086065,1180.939124,Aleovera
22,15,12,17.56149887,48.12193484,8.742754329,1067.452135,Aleovera
18,13,29,19.91385479,46.05587082,7.400301131,1119.208296,Aleovera
16,13,14,23.43447668,49.11449202,7.08784821,1071.667568,Aleovera
24,10,18,21.8263756,44.58535311,8.118082008,1100.516812,Aleovera
17,11,18,20.56374157,41.21366139,8.449823904,1110.572348,Aleovera
25,12,24,21.34002676,49.27578167,7.029702828,1137.549426,Aleovera
18,13,12,21.26226524,50.40704218,7.11862117,1014.605197,Aleovera
27,14,29,15.89096626,44.18575908,8.84015591,1006.053405,Aleovera
16,12,21,22.6586861,40.42554618,7.235119098,1186.086181,Aleovera
26,15,22,19.92794936,46.82916464,8.590639689,1160.645051,Aleovera
15,15,15,19.22045836,49.69205492,7.729257258,1187.541461,Aleovera
25,11,30,26.64838816,42.46520618,7.790848964,1160.79965,Aleovera
25,14,24,23.83353081,50.43705861,7.359009827,1143.168327,Aleovera
16,12,22,23.13875818,41.27416947,8.033593983,1184.418723,Aleovera
16,11,29,16.76178204,48.08058106,7.770553662,1174.829064,Aleovera
21,14,19,16.3281206,46.84265329,8.778171252,1165.325793,Aleovera
26,11,13,23.73940508,50.78304075,8.544552926,1057.081822,Aleovera
26,15,23,24.83232214,44.69104206,8.109891366,1156.545784,Aleovera
19,13,18,17.51096045,46.33773623,8.326220298,1196.757012,Aleovera
18,14,26,25.22834035,50.83709309,7.390248182,1050.845277,Aleovera
17,14,29,17.61308241,46.01833801,8.965740235,1182.763647,Aleovera
24,14,13,17.40493683,46.12213227,7.198751722,1180.699045,Aleovera
22,13,13,24.48650126,47.38877741,8.574794445,1060.612745,Aleovera
16,13,18,20.11520556,42.41892732,7.852531894,1148.319127,Aleovera
27,10,15,18.03801118,44.74862516,8.989162746,1158.926904,Aleovera
24,13,30,26.77863299,45.6639256,8.381778009,1041.523778,Aleovera
21,14,21,24.94327829,50.3013001,7.690304466,1078.566899,Aleovera
20,12,27,18.93003478,46.81282917,7.961360338,1050.772786,Aleovera
23,12,26,15.59124013,49.89769254,8.000561977,1077.105593,Aleovera
19,13,17,21.73667886,42.99427945,7.087538003,1166.553618,Aleovera
27,15,28,17.46792894,43.91871822,8.368659624,1138.148857,Aleovera
24,15,27,19.81260813,45.78626971,7.822876501,1025.96395,Aleovera
18,13,10,19.13058135,49.28518468,8.578252617,1127.085046,Aleovera
23,13,27,21.03819761,45.14059355,8.030149639,1038.069104,Aleovera
27,10,19,15.8693403,49.61044305,7.08744367,1051.552796,Aleovera
17,15,14,15.44034994,41.68426175,8.376394752,1111.669259,Aleovera
27,11,28,25.56578316,40.99744783,8.820281824,1028.050795,Aleovera
25,14,24,16.45057936,49.57831615,7.155176734,1170.76974,Aleovera
16,11,25,22.14480006,49.34610959,7.614207226,1027.413122,Aleovera
26,11,23,26.25580237,46.88596834,7.000586968,1174.243816,Aleovera
27,12,27,23.92075499,41.57002566,7.962766425,1044.852614,Aleovera
16,13,13,16.3578936,45.18148988,7.111232302,1128.862441,Aleovera
19,12,13,26.8111018,40.45793838,8.865592451,1015.691993,Aleovera
17,12,28,15.73965027,48.61618227,8.85666007,1041.739296,Aleovera
17,13,25,26.1159995,44.7323172,7.093313704,1141.177441,Aleovera
17,10,20,25.90944707,42.67654339,7.039304431,1015.957122,Aleovera
17,11,13,25.80651861,42.61510295,8.295006847,1149.835784,Aleovera
17,14,27,26.01263868,49.91684535,8.77085186,1126.697868,Aleovera
27,10,14,23.92151896,48.99234801,7.815793108,1124.567997,Aleovera
18,11,20,20.25707949,45.74970714,8.444827421,1063.278119,Aleovera
15,13,29,19.45524414,41.02117756,8.234932645,1071.670314,Aleovera
23,14,26,24.95557011,40.95003134,8.337894206,1006.318513,Aleovera
18,11,28,22.02630128,44.61583332,7.241263728,1108.791691,Aleovera
20,13,28,24.85141873,42.25955693,7.540739755,1166.14545,Aleovera
21,13,19,22.47480264,47.19019113,8.383074683,1120.36074,Aleovera
27,10,17,26.35426127,43.93001329,7.935719466,1141.565485,Aleovera
20,10,25,25.63817828,44.02871105,7.616570815,1019.566443,Aleovera
16,14,10,23.78207674,43.56896342,8.12578085,1116.161065,Aleovera
16,12,11,24.59240622,48.40934721,8.059861187,1131.334425,Aleovera
26,14,22,23.66541671,43.74090087,7.9000086,1058.511844,Aleovera
20,12,16,15.68374372,50.73602566,7.278430607,1146.337698,Aleovera
20,15,20,25.89506542,44.11636916,7.425553118,1053.453551,Aleovera
19,11,29,20.49446084,50.57830978,7.946794513,1027.826744,Aleovera
26,10,10,17.45897029,47.49749639,7.650470104,1006.174537,Aleovera
26,10,20,19.96964229,49.68642614,7.152553725,1112.505117,Aleovera
15,14,16,22.33159098,47.4996665,7.817190636,1126.671256,Aleovera
19,14,12,16.59446425,48.91893487,7.148149581,1078.578844,Aleovera
19,10,12,23.48678015,44.7844141,8.709381,1157.176028,Aleovera
15,15,29,16.48148428,42.6477458,7.288469554,1107.20115,Aleovera
22,12,14,25.71997727,48.35107901,7.099074548,1007.55841,Aleovera
15,11,25,15.25071733,48.33997546,8.505846414,1021.34153,Aleovera
26,15,29,23.13831446,46.45329783,7.537156769,1014.835444,Aleovera
16,10,30,26.05240041,41.37073841,7.001579975,1037.042245,Aleovera
27,10,11,22.26767519,44.60369677,8.899041791,1198.446333,Aleovera
18,10,21,21.92779622,50.53298014,7.127947529,1175.427881,Aleovera
27,15,19,26.93068268,49.18329661,8.240912534,1139.92488,Aleovera
27,10,29,15.13736645,44.05670471,7.588841326,1062.276616,Aleovera
15,15,19,25.80627971,50.51789172,7.824930321,1159.828919,Aleovera
26,10,28,19.61395861,43.71912179,7.967650459,1047.936904,Aleovera
23,13,24,24.81296083,43.80952797,7.660840733,1193.602522,Aleovera
20,10,27,16.8455286,47.42177987,8.284687346,1123.121136,Aleovera
23,14,17,25.24904123,49.3783905,8.579333304,1076.410476,Aleovera
15,12,14,19.89720693,49.73297277,8.762309895,1108.669013,Aleovera
27,13,26,20.94016366,50.53880464,7.921629246,1128.55078,Aleovera
19,15,26,26.40626872,43.06834649,8.897217566,1115.528622,Aleovera
18,10,30,18.81048138,41.23446183,7.622641785,1032.007903,Aleovera
24,10,15,26.27695868,50.218805,7.291347869,1180.154758,Aleovera
24,12,10,25.04833246,40.7717419,7.822313224,1112.810517,Aleovera
26,14,28,17.00614571,45.63600541,8.667324533,1197.687191,Aleovera
27,10,27,20.34879928,41.97363105,7.07014528,1017.793492,Aleovera
25,13,21,24.25381848,47.17705088,8.017021913,1046.386691,Aleovera
22,11,24,22.4185553,40.27980595,8.861461173,1025.614209,Aleovera
25,14,16,16.59670731,43.35809766,7.093524007,1180.344913,Aleovera
20,13,22,17.31590446,42.45293682,7.478568554,1195.602436,Aleovera
27,15,11,20.21705212,47.00398348,7.950319157,1060.633123,Aleovera
18,14,30,15.36918719,41.31356244,8.15803328,1084.83631,Aleovera
21,11,19,16.29615399,43.00491051,7.545990027,1132.82153,Aleovera
25,11,12,24.63490821,48.33406978,7.958678624,1074.176184,Aleovera
17,12,11,22.16371549,41.55311773,7.452866667,1198.052707,Aleovera
18,10,20,19.89070266,44.28515226,8.149740757,1052.534494,Aleovera
15,12,21,15.9052333,49.54607139,8.089038492,1102.371578,Aleovera
17,12,11,20.9648758,43.2352734,8.414651499,1101.833809,Aleovera
15,14,25,21.33014751,43.70226351,7.498006194,1026.370988,Aleovera
26,13,27,24.24236258,47.76000063,7.044143662,1074.734265,Aleovera
16,14,23,17.68454496,44.27061285,7.722319594,1053.407987,Aleovera
26,14,28,22.24131162,42.18235615,8.40090702,1016.778385,Aleovera
26,13,21,15.55365229,48.96875822,8.222003322,1192.936103,Aleovera
23,11,11,22.32326485,48.37286469,8.941987479,1171.704168,Aleovera
27,10,12,22.44081937,40.43545127,7.180233627,1143.356955,Aleovera
16,13,14,18.37040377,43.18272352,8.987825915,1100.920211,Aleovera
25,10,27,18.15465281,49.01283951,7.880025074,1015.163449,Aleovera
23,15,10,23.78669239,47.5898455,8.305841101,1148.440002,Aleovera
20,12,26,16.9409802,40.41814777,7.095591052,1191.578382,Aleovera
23,12,17,16.16100136,48.96188499,8.007400127,1153.919562,Aleovera
21,14,13,21.11847876,41.99309883,7.865392243,1197.71173,Aleovera
25,15,22,21.70961076,46.7555602,7.465760406,1012.511005,Aleovera
25,14,17,21.53799693,43.23951968,8.194218398,1082.043262,Aleovera
27,14,21,15.61293832,50.9102398,7.059167719,1140.513205,Aleovera
21,10,18,16.39979135,40.82197678,8.895605246,1154.235504,Aleovera
21,13,26,22.70645134,47.60451204,8.061491992,1003.786122,Aleovera
20,12,20,26.59364155,49.33983355,8.586078155,1174.91173,Aleovera
27,14,18,21.72984146,49.51543417,8.227848884,1143.353543,Aleovera
24,14,24,21.20799329,48.94962237,7.526378382,1184.612802,Aleovera
